unix_time,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032904955959003083,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0.00029671891194361867,0.00029671891194361867,0,0.12133965226287863,0.5415847446941774,0,0.29548139423974407,0.382816664771674,0.38280746444182,0,0
25,0,0,0,0,0,0,0,0,0,0,0.117308235308017,0.7940168101916175,2.036069631347045,6.81664273956168,11.521182457006296,4.192458116274028,1.9580366977180328,1.7177627929011072,0.1893221892894463,0
26,0,0,0,0,0,0,0,0,0,0.007629948452595281,0.16019726581271163,0.8575932695927786,2.263435649285634,7.9706477643922256,0.4960576981638882,2.580606471372949,2.2422648429561294,0.47177149154966747,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0.599642889258826,0.25333865481135703,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0.12646231188339804,0.12646231188339804,0.12646231188339804,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0.6427524535309672,1.3775878098199343,1.0901843140975673,0.6472842351454424,0.8572992723774553,0.938114496000925,0.2641325801165465,0.24603111110834416,0,0,0,0,0
30,0,0,0,0.00797482167215751,0.00797482167215751,0.24482702533523557,0.1444522716301627,0.9646251117536921,3.8831175772187945,9.654100851581688,8.138215683873723,1.2735780376367494,1.3515301072068218,0.0029524512829487365,0,0,0,0,0,0
31,0,0,0,0.007974821672157512,0.007974821672157512,0.36436355964940065,1.1842127308350434,3.7716578395343334,6.756231889702971,1.0646504654032387,0.07147487652351367,0.009617105156184809,0,0,0,0,0,0,0,0
32,0,0,0,0.007974821672157512,0.13978322812001345,0.8794538001849199,2.9045052288624102,5.6800010341804406,1.7882566155534894,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0.021415872921047446,0.9925404760321173,2.1664031327468076,5.712494008371724,1.7188327743477498,0.3823366489829078,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0.9713489842652433,0,0.2533386548113571,0,0,0,0,0,0,0,0,0,0,0,0
