unix_time,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
53,0,0.003796507213363706,0.08874393388740909,1.1146770695869506,1.1254084516874787,0.23501486090719476,0.09934308718980459,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0.28725862731903673,0.009795663298893859,3.3897445392457817,6.619866616493487,3.3242088990041396,2.0912251928836625,0.13801175829665951,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0.015452125828321221,0.5505051098801095,3.2211959105391594,0.7316576442490021,4.58363990763469,2.4486501626876067,2.1073683724434353,0.9368859137555543,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0.8765585408667078,4.7821371878877255,2.6404787987898866,1.9526235252459825,0.35955767997942817,0.009543847889065472,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0.6948316852442631,5.6550697130692695,4.099177949068091,1.2798356244191866,0.3789413693214753,0.1367221583689643,0.1367221583689643,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,1.043192001021125,6.84847925894003,3.446412674204988,1.094449228611549,0.26866717987324995,0.25546507337249513,0.25546507337249513,0.24603111110834416,0,0,0,0,0
59,0,0,0,0,0,0,0,0.24056693152166184,0.4373919704044915,6.558185182064827,4.705542103223385,1.4806471989084662,1.148359567261689,0.008667506744051387,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0.006131484148250296,0.027560078826835442,3.5077602202055065,1.3188646591871027,2.3052506604508944,0.4163218075076455,0.14894961834551496,0.14228130951457654,0.14228130951457654,0.14228130951457654,0,0
61,0,0,0,0,0,0,0,0,0,0.02821359363825622,1.4600223885159394,7.117594028447496,1.6796764710358252,0.5813897789545532,0.41583185214752283,0.15515870003410992,0.15515870003410992,0.1422813095145765,0,0
62,0,0,0,0,0,0,0,0,0,0,0.7937924147387767,1.6958591366156122,7.809674832718508,4.477187026729387,1.29092842395132,0.584632406273656,0.16963248442736037,0.1422813095145765,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0.8483837106690948,0.7356143722154823,8.629487025672045,2.7134183456334617,1.7072838608888192,0.6718784620606412,1.1719281514607587,0.1856106408706167,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016229624667477002,0.9484889380349962,0.6045949214026604,0,0,0
