unix_time,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9
11,0,0,0,0,0,0,0,0,0,0.10802251935256862,0.23049452838386497,0.23049452838386497,0.2175773374080002,0.6206245736925231,0.1855050362652567,0,0.09510532837670384,0,0,0
12,0,0,0,0,0,0,0,0,0,0.23875110737134628,0.7896900108497429,1.7324771822909262,4.593191061799746,2.0909712193781447,1.4951795390171931,0.845488967697685,0.2676423968808541,0.13382296798388638,0,0
13,0,0,0,0,0,0,0,0,0,0.28793202256017897,0,0.2821898155218967,1.2922329033254392,4.5432880649511835,2.1773713100891157,1.9002584574255175,0.11281776241320271,0.09510532837670384,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0.2879232515888814,0.18274527234111254,0.3654905446822251,2.910316924477414,1.1955539261648291,1.4440299160421397,0.3835377044113786,0.2289282963605902,0
15,0.13381942889696777,0,0,0,0,0,0,0,0,0,0,0,0,0.1168939922012973,0.5414812127919463,3.96343194569519,1.0424684284084162,1.6626387185168132,0.341026634235822,0.13381942889696777
16,0.29186581844540194,0.158051445760943,0,0,0,0,0,0,0,0,0,0,0,0,0.18274527234111254,0.7052033549815253,4.1052539279150775,1.7168028063686094,1.1721846935712528,0.28022677388146205
17,0.6570145707328479,0.5011622777015119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4043948467485853,3.295252936205461,1.5553546132157687,0.8735792954638897
18,0.27404488752980827,0.00015136780894929185,0.0033874286356304116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1168939922012973,2.70626254857897,0.7933389201827807
19,1.7823850957188734,0.8372855311091626,0.03869533010543171,0.01965364989586026,0,0,0,0,0,0,0,0,0,0,0,0,0.1081566401576124,0.33985800526118803,2.387478492788587,6.080166755019225
20,6.3292956264569185,2.7159743058259274,0.3911663020501961,1.004392761834266,0.14569772083352037,0.2674559723585151,0,0,0,0,0,0,0,0,0,0,0,0,0.9654168799890803,0.9654168799890803
21,0.7811693869995882,2.2712559573405624,0.04573002757717398,0,0.4150692662196567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
